title,author,category,event_type,time,link,location,sub_category
Partially Encrypted Deep Learning using Functional Encryption,Théo Ryffel · David Pointcheval · Francis Bach · Edouard Dufour-Sans · Romain Gay,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Privacy-Preserving Classification of Personal Text Messages with Secure Multi-Party Computation,Devin Reich · Ariel Todoki · Rafael Dowsley · Martine De Cock · anderson nascimento,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15506,East Exhibition Hall B + C,"Privacy, Anonymity, and Security"
Text-Based Interactive Recommendation via Constraint-Augmented Reinforcement Learning,Ruiyi Zhang · Tong Yu · Yilin Shen · Hongxia Jin · Changyou Chen,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15507,East Exhibition Hall B + C,Recommender Systems
A Model-Based Reinforcement Learning with Adversarial Training for Online Recommendation,Xueying Bai · Jian Guan · Hongning Wang,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15507,East Exhibition Hall B + C,Recommender Systems
Joint Optimization of Tree-based Index and Deep Model for Recommender Systems,Han Zhu · Daqing Chang · Ziru Xu · Pengye Zhang · Xiang Li · Jie He · Han Li · Jian Xu · Kun Gai,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15507,East Exhibition Hall B + C,Recommender Systems
iSplit LBI: Individualized Partial Ranking with Ties via Split LBI,Qianqian Xu · Xinwei Sun · Zhiyong Yang · Xiaochun Cao · Qingming Huang · Yuan Yao,Applications,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15508,East Exhibition Hall B + C,Web Applications and Internet Data
Structured and Deep Similarity Matching via  Structured and Deep Hebbian Networks,Dina Obeid · Hugo Ramambason · Cengiz Pehlevan,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15509,East Exhibition Hall B + C,Biologically Plausible Deep Networks
Deep Learning without Weight Transport,Mohamed Akrout · Collin Wilson · Peter Humphreys · Timothy Lillicrap · Douglas B Tweed,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15509,East Exhibition Hall B + C,Biologically Plausible Deep Networks
Neural networks grown and self-organized by noise,Guruprasad Raghavan · Matt Thomson,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15509,East Exhibition Hall B + C,Biologically Plausible Deep Networks
Spike-Train Level Backpropagation for Training Deep Recurrent Spiking Neural Networks,Wenrui Zhang · Peng Li,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15509,East Exhibition Hall B + C,Biologically Plausible Deep Networks
Surround Modulation: A Bio-inspired Connectivity Structure for Convolutional Neural Networks,Hosein Hasani · Mahdieh Soleymani · Hamid Aghajan,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15509,East Exhibition Hall B + C,Biologically Plausible Deep Networks
Updates of Equilibrium Prop Match Gradients of Backprop Through Time in an RNN with Static Input,Maxence Ernoult · Benjamin Scellier · Yoshua Bengio · Damien Querlioz · Julie Grollier,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15509,East Exhibition Hall B + C,Biologically Plausible Deep Networks
AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling,Bichuan Guo · Yuxing Han · Jiangtao Wen,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15510,East Exhibition Hall B + C,Deep Autoencoders
Bat-G net: Bat-inspired High-Resolution 3D Image Reconstruction using Ultrasonic Echoes,Gunpil Hwang · Seohyeon Kim · Hyeon-Min Bae,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15510,East Exhibition Hall B + C,Deep Autoencoders
Continuous Hierarchical Representations with Poincaré Variational Auto-Encoders ,Emile Mathieu · Charline Le Lan · Chris J. Maddison · Ryota Tomioka · Yee Whye Teh,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15510,East Exhibition Hall B + C,Deep Autoencoders
Channel Gating Neural Networks,Weizhe Hua · Yuan Zhou · Christopher De Sa · Zhiru Zhang · G. Edward Suh,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
"Deconstructing Lottery Tickets: Zeros, Signs, and the Supermask",Hattie Zhou · Janice Lan · Rosanne Liu · Jason Yosinski,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
Point-Voxel CNN for Efficient 3D Deep Learning,Zhijian Liu · Haotian Tang · Yujun Lin · Song Han,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
Gate Decorator: Global Filter Pruning Method for Accelerating Deep Convolutional Neural Networks,Zhonghui You · Kun Yan · Jinmian Ye · Meng Ma · Ping Wang,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
Inherent Weight Normalization in Stochastic Neural Networks,Georgios Detorakis · Sourav Dutta ·  Abhishek Khanna · Matthew Jerry · Suman Datta · Emre Neftci,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
MetaQuant: Learning to Quantize by Learning to Penetrate Non-differentiable Quantization,Shangyu Chen · Wenya Wang · Sinno Jialin Pan,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
Model Compression with Adversarial Robustness: A Unified Optimization Framework,Shupeng Gui · Haotao N Wang · Haichuan Yang · Chen Yu · Zhangyang Wang · Ji Liu,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
Positive-Unlabeled Compression on the Cloud,Yixing Xu · Yunhe Wang · Jia Zeng · Kai Han · Chunjing XU · Dacheng Tao · Chang Xu,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15511,East Exhibition Hall B + C,Efficient Inference Methods
A Primal-Dual link between GANs and Autoencoders,Hisham Husain · Richard Nock · Robert Williamson,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
A Prior of a Googol Gaussians: a Tensor Ring Induced Prior for Generative Models,Maxim Kuznetsov · Daniil Polykovskiy · Dmitry Vetrov · Alex Zhebrak,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Adversarial Self-Defense for Cycle-Consistent GANs,Dina Bashkirova · Ben Usman · Kate Saenko,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Controllable Text-to-Image Generation,Bowen Li · Xiaojuan Qi · Thomas Lukasiewicz · Philip Torr,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Dance to Music,Hsin-Ying Lee · Xiaodong Yang · Ming-Yu Liu · Ting-Chun Wang · Yu-Ding Lu · Ming-Hsuan Yang · Jan Kautz,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
DppNet: Approximating Determinantal Point Processes with Deep Networks,Zelda Mariet · Yaniv Ovadia · Jasper Snoek,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Efficient Graph Generation with Graph Recurrent Attention Networks,Renjie Liao · Yujia Li · Yang Song · Shenlong Wang · Will Hamilton · David Duvenaud · Raquel Urtasun · Richard Zemel,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Explicit Disentanglement of Appearance and Perspective in Generative Models,Nicki Skafte · Søren Hauberg,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Flow-based Image-to-Image Translation with Feature Disentanglement,Ruho Kondo · Keisuke Kawano · Satoshi Koide · Takuro Kutsuna,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Generalization in Generative Adversarial Networks: A Novel Perspective from Privacy Protection,Bingzhe Wu · Shiwan Zhao · Chaochao Chen · Haoyang Xu · Li Wang · Xiaolu Zhang · Guangyu Sun · Jun Zhou,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Improved Precision and Recall Metric for Assessing Generative Models,Tuomas Kynkäänniemi · Tero Karras · Samuli Laine · Jaakko Lehtinen · Timo Aila,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Knowledge Extraction with No Observable Data,Jaemin Yoo · Minyong Cho · Taebum Kim · U Kang,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
"Learn, Imagine and Create: Text-to-Image Generation from Prior Knowledge",Tingting Qiao · Jing Zhang · Duanqing Xu · Dacheng Tao,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
PasteGAN: A Semi-Parametric Method to Generate Image from Scene Graph,Yikang LI · Tao Ma · Yeqi Bai · Nan Duan · Sining Wei · Xiaogang Wang,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Sequential Neural Processes,Gautam Singh · Jaesik Yoon · Youngsung Son · Sungjin Ahn,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
Unsupervised Keypoint Learning for Guiding Class-Conditional Video Prediction,Yunji Kim · Seonghyeon Nam · In Cho · Seon Joo Kim,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15512,East Exhibition Hall B + C,Generative Models
GNNExplainer: Generating Explanations for Graph Neural Networks,Zhitao Ying · Dylan Bourgeois · Jiaxuan You · Marinka Zitnik · Jure Leskovec,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15513,East Exhibition Hall B + C,Interaction-Based Deep Networks
An Improved Analysis of Training Over-parameterized Deep Neural Networks,Difan Zou · Quanquan Gu,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Controlling Neural Level Sets,Matan Atzmon · Niv Haim · Lior Yariv · Ofer Israelov · Haggai Maron · Yaron Lipman,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Deep Equilibrium Models,Shaojie Bai · J. Zico Kolter · Vladlen Koltun,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Differentiable Cloth Simulation for Inverse Problems,Junbang Liang · Ming Lin · Vladlen Koltun,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Efficient and Accurate Estimation of Lipschitz Constants for Deep Neural Networks,Mahyar Fazlyab · Alexander Robey · Hamed Hassani · Manfred Morari · George Pappas,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Fine-grained Optimization of Deep Neural Networks,Mete Ozay,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Generalization Bounds of Stochastic Gradient Descent for Wide and Deep Neural Networks,Yuan Cao · Quanquan Gu,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
On Learning Over-parameterized Neural Networks: A Functional Approximation Perspective,Lili Su · Pengkun Yang,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Stagewise Training Accelerates Convergence of Testing Error Over SGD,Zhuoning Yuan · Yan Yan · Rong Jin · Tianbao Yang,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
Towards Explaining the Regularization Effect of Initial Large Learning Rate in Training Neural Networks,Yuanzhi Li · Colin Wei · Tengyu Ma,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
You Only Propagate Once: Accelerating Adversarial Training via Maximal Principle,Dinghuai Zhang · Tianyuan Zhang · Yiping  Lu · Zhanxing Zhu · Bin Dong,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15514,East Exhibition Hall B + C,Optimization for Deep Networks
A Simple Baseline for Bayesian Uncertainty in Deep Learning,Wesley J Maddox · Pavel Izmailov · Timur Garipov · Dmitry Vetrov · Andrew Gordon Wilson,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15515,East Exhibition Hall B + C,Predictive Models
DRUM: End-To-End Differentiable Rule Mining On Knowledge Graphs,Ali Sadeghian · Mohammadreza Armandpour · Patrick Ding · Daisy Zhe Wang,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15515,East Exhibition Hall B + C,Predictive Models
High Fidelity Video Prediction with Large Stochastic Recurrent Neural Networks,Ruben Villegas · Arkanath Pathak · Harini Kannan · Dumitru Erhan · Quoc V Le · Honglak Lee,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15515,East Exhibition Hall B + C,Predictive Models
Unsupervised learning of object structure and dynamics from videos,Matthias Minderer · Chen Sun · Ruben Villegas · Forrester Cole · Kevin Murphy · Honglak Lee,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15515,East Exhibition Hall B + C,Predictive Models
Can SGD Learn Recurrent Neural Networks with Provable Generalization?,Zeyuan Allen-Zhu · Yuanzhi Li,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15516,East Exhibition Hall B + C,Recurrent Networks
Input-Cell Attention Reduces Vanishing Saliency of Recurrent Neural Networks,Aya Abdelsalam Ismail · Mohamed Gunady · Luiz Pessoa · Hector Corrada Bravo · Soheil Feizi,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15516,East Exhibition Hall B + C,Recurrent Networks
Input-Output Equivalence of Unitary and Contractive RNNs,Melikasadat Emami · Mojtaba Sahraee Ardakan · Sundeep Rangan · Alyson Fletcher,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15516,East Exhibition Hall B + C,Recurrent Networks
Kernel-Based Approaches for Sequence Modeling: Connections to Neural Methods,Kevin Liang · Guoyin Wang · Yitong Li · Ricardo Henao · Lawrence Carin,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15516,East Exhibition Hall B + C,Recurrent Networks
Legendre Memory Units: Continuous-Time Representation in Recurrent Neural Networks,Aaron Voelker · Ivana Kajić · Chris Eliasmith,Deep Learning,Poster,Tue Dec 10th 10:45 AM -- 12:45 PM,https://nips.cc/Conferences/2019/Schedule?showParentSession=15516,East Exhibition Hall B + C,Recurrent Networks
